id,iban,bic,opening_date,closing_date,owner_id
905,FR663003002987555W1I1554962,YYFZESG1,2010-04-30T03:13:10+02:00,,905
906,FR7200105403138575R93646361,ZQTNVCRQ,2016-12-06T03:49:11+01:00,,906
907,FR916102519950257WD12259494,HGYXCWK5,2010-12-17T10:28:18+01:00,,907
908,FR6660069429177102347269U42,TMDASRBO,2017-06-07T12:55:50+02:00,,908
909,FR6080067706594919RE47D6908,VQXSTWG5,2013-05-28T09:00:42+02:00,,909
910,FR5510926291741H018R883N085,ETACYEX3,2017-09-11T02:57:31+02:00,,910
911,FR510058030185430X981G74303,JONKNIV5,2011-10-19T20:45:16+02:00,,911
912,FR552003850551I0289SD89T891,PZHMFJAA,2021-12-20T20:25:13+01:00,,912
913,FR98806185002113OW780292304,MWGCECT5,2004-10-22T06:10:15+02:00,,913
914,FR719568500490P988E52551Q93,VLFSCWNO,2009-03-03T00:21:33+01:00,,914
915,FR4400839004271930127764482,QVWBSOHI,2023-07-12T14:46:42+02:00,,915
916,FR512800700222M163509432498,ZRBHINQG,2020-10-17T05:39:37+02:00,2023-12-27T19:04:18+01:00,916
917,FR300793440839010818714UJ65,FICQBB2K,2018-07-30T12:04:58+02:00,,917
918,FR8000203681981305G5363S070,BBWOKIJN,2009-12-24T14:41:09+01:00,,918
919,FR8406242534587114629020852,OHPPMDEP,2015-12-13T00:15:38+01:00,,919
920,FR2085900928593WZOZ36I05749,QZNTFJTR,2014-02-14T01:06:28+01:00,,920
921,FR541056800424831X274962591,WJMXGBVP,2020-05-31T04:36:28+02:00,,921
922,FR3978469085326V9563791E158,GBJMFI5E,2021-10-03T20:39:52+02:00,,922
923,FR9321646702893745018K55816,OGKMLI49,2014-09-13T09:35:35+02:00,,923
924,FR1160737258727P838N2900090,LYNNGHPC,2007-05-19T14:39:25+02:00,2023-12-20T07:49:30+01:00,924
925,FR12020003409746O71N0621S30,LNHNGYVF,2013-07-11T00:40:41+02:00,2024-01-03T03:07:39+01:00,925
926,FR660117300877220825P188750,PMODLYWM,2022-12-14T07:36:05+01:00,2023-12-19T10:55:27+01:00,926
927,FR572045108004P5116627QE702,BCWNPYV5,2021-03-26T11:27:45+01:00,,927
928,FR1346897710066407EV3C87H24,IAOUGUBC,2015-05-06T09:19:43+02:00,,928
929,FR05007500428489966G441X566,AQOSBV7W,2011-10-13T04:37:46+02:00,,929
930,FR1103002840215921919315784,GUMOZMKR,2013-09-28T12:18:33+02:00,,930
931,FR599730500431D1S41M2123D22,STDGAIXI,2017-09-01T09:00:35+02:00,,931
932,FR85103003213292621A764C808,EKQGWSY3,2013-10-27T19:42:07+01:00,,932
933,FR7200510307766337C86422967,EFLYGNN0,2014-03-31T09:56:17+02:00,,933
934,FR271012010525O45TY98255529,IWILMAL3,2023-04-25T00:01:40+02:00,,934
935,FR71200635078678P0383T50E69,PQCRPYGF,2014-07-07T03:39:27+02:00,,935
936,FR527328112007103GE286SS243,UIYGKP9V,2007-11-15T16:17:21+01:00,,936
937,FR807055034058K62YI71QR7X58,HQVGAORU,2015-06-12T08:35:12+02:00,,937
938,FR24900740200101497XK318874,AJXRCNX2,2005-01-24T06:35:06+01:00,,938
939,FR5088105150058816A95F2X563,VQDJGPR8,2010-04-17T02:15:55+02:00,,939
940,FR790025294329K692M99ZKU561,EZECBDOC,2024-01-09T13:48:11+01:00,,940
941,FR944978009227HT534NF645589,SBGRKHHE,2008-06-13T00:08:04+02:00,,941
942,FR3548310500595X39R30167326,LNATMD57,2013-09-15T10:08:00+02:00,,942
943,FR037680410013692793E471058,HXTOKEKB,2022-10-21T14:16:33+02:00,2023-12-30T08:38:04+01:00,943
944,FR756001329965558956H8B5450,CWJBASJ4,2020-04-07T22:07:57+02:00,,944
945,FR86389005005041T53547X5828,BQWICG2N,2006-08-04T16:03:57+02:00,,945
946,FR580089088003I599V090S5125,GRITCIFE,2014-08-22T20:02:33+02:00,,946
947,FR440300100461B173069655098,MROHNUH2,2012-11-06T13:02:47+01:00,,947
948,FR05003882917743P757642G365,AMFJGNWO,2022-04-02T18:07:29+02:00,,948
949,FR28002789100256674P9678S42,HKMVCF9M,2018-12-09T05:26:46+01:00,,949
950,FR977509553490U984575297616,SFFCMYK1,2007-01-24T23:40:37+01:00,,950
951,FR1358308403144029131500014,GCTRCIM3,2018-10-19T17:17:56+02:00,,951
952,FR455007005093Q8SA566319230,TEFFGQSL,2010-03-11T00:24:50+01:00,,952
953,FR5440300200610532J68659066,SVPSBDVS,2019-03-21T14:55:26+01:00,,953
954,FR7509154050017I8POO2737408,IIYVGFU0,2012-01-24T14:46:56+01:00,,954
955,FR20802614457820Q6259977405,VFBEBLUU,2022-12-19T06:52:28+01:00,,955
956,FR90070043653518X8U1292HP83,KTTOMFX9,2005-03-03T05:03:57+01:00,,956
957,FR4764200460371954729606180,MZMZMALS,2010-04-10T02:50:59+02:00,,957
958,FR865266839023891334471K271,OFUVIRKA,2014-11-22T04:10:47+01:00,,958
959,FR35506570368709491L1I93449,MIGXLTL5,2004-05-12T23:27:47+02:00,,959
960,FR246640906139ZS28029400902,WLORGFAG,2013-06-21T03:11:12+02:00,,960
961,FR920903790089143WC6640X093,JPTEATK8,2004-07-30T23:47:57+02:00,,961
962,FR080051302701308723U416027,BBPNIR69,2015-01-06T06:00:13+01:00,,962
963,FR560340012097X8402YS408802,CJIMBEWZ,2022-07-11T22:04:42+02:00,,963
964,FR93604793000599003Y0259W62,DTXQCI2F,2012-08-29T19:28:49+02:00,,964
965,FR179005859380X415123277Y05,BODYBDVC,2007-12-08T05:42:41+01:00,,965
966,FR6342017035130XZ5731937089,HGSMPWBI,2007-08-23T16:23:19+02:00,,966
967,FR6970060060087M6B712525X56,MTBDBFD5,2012-07-14T10:18:13+02:00,,967
968,FR20006002986444DG849402260,XDUCSTN0,2009-10-18T08:20:08+02:00,,968
969,FR1307450800815S244984F3980,MPJNBEH8,2019-09-12T06:30:09+02:00,,969
970,FR5732590066400244755T15629,AEBYCG52,2012-08-12T10:23:35+02:00,,970
971,FR524710033490E8162887WL842,JYTGTDTL,2009-05-16T05:22:29+02:00,,971
972,FR8202708083098194586B65159,JCASID9L,2006-09-17T03:17:56+02:00,,972
973,FR592511998085O81077F256027,OPABUZH3,2007-05-16T01:26:48+02:00,,973
974,FR108006290039RRVH3F47P2366,DKJYLRZT,2023-06-28T02:05:56+02:00,,974
975,FR95080106100498718398W1808,GRLSDK21,2019-02-26T23:11:59+01:00,,975
976,FR32583680563410V8978144482,JWFCHU0K,2007-12-15T22:52:07+01:00,2023-12-26T05:52:40+01:00,976
977,FR6780078021873U28153K90260,SLEDASL6,2022-09-21T10:35:57+02:00,,977
978,FR5648002290609310730122155,NZMNNAZX,2023-09-29T16:23:35+02:00,,978
979,FR663065422010C145P26425763,IBIPNL21,2010-12-06T00:01:08+01:00,,979
980,FR962940090108324865C199246,TAYEPGD8,2015-05-07T03:20:58+02:00,2023-12-15T06:22:30+01:00,980
981,FR36500018704591A2547604W87,NMCAMVRM,2004-11-03T18:05:10+01:00,2024-01-06T07:20:28+01:00,981
982,FR6751006040369IY7180078A53,CFKECXSX,2009-12-26T05:32:12+01:00,,982
983,FR0603063020044Y9399CY32406,YLJZPWMN,2005-12-25T16:29:26+01:00,,983
984,FR325021890067690B3DM820671,VJHSGP4I,2011-05-30T00:25:51+02:00,2024-01-08T08:34:00+01:00,984
985,FR81900200406566M0541145943,JNIFBHX9,2021-04-10T07:12:56+02:00,2023-12-13T05:15:18+01:00,985
986,FR201007900907935327O13T677,LWVNKYYU,2018-04-13T15:06:47+02:00,,986
987,FR06709939369967W5812821016,APLQLTPJ,2022-11-29T06:06:28+01:00,,987
988,FR89562072420137F5MU8EK5378,VDUJIRPQ,2016-07-01T01:43:09+02:00,,988
989,FR824001650032027467F445F89,SBJMUGBV,2018-05-05T16:21:56+02:00,,989
990,FR7367183212700025O64027643,UVQYFI59,2023-05-03T09:49:31+02:00,,990
991,FR0704900481569R51211913023,UYDFCR55,2020-09-19T06:45:53+02:00,,991
992,FR5704500607588H876U8866531,JULIDOTD,2011-12-05T17:33:32+01:00,,992
993,FR2606004122188757084496N03,QFXNTL1N,2005-02-28T10:23:30+01:00,2024-01-02T14:54:01+01:00,993
994,FR66501928752617IU677614896,ADJTMK2W,2017-05-19T05:01:41+02:00,,994
995,FR73334020052905U2280R01B48,SHHSCN1U,2006-08-11T14:19:14+02:00,,995
996,FR529103002087LJ484F2746137,RUSQSB0H,2014-01-01T06:07:56+01:00,,996
997,FR1000700737801V48574218001,NCENCRDN,2005-10-31T03:41:00+01:00,,997
998,FR22203203163931S9VL607S179,PXKMTFH6,2018-02-04T11:42:33+01:00,,998
999,FR27040040411974566Z6212X89,UZDSBQPE,2013-02-20T05:36:20+01:00,,999
1000,FR63034800690005NBR4B2Q3526,UOTELVOO,2004-04-11T03:18:43+02:00,,1000
